"word","new_label"
"SocGen","France"
"Social Democrats","Germany"
"Société Générale","France"
"Société Générale","France"
"Société Générale","France"
"Société Générale","France"
"Société Générale","France"
"Sodexo","France"
"Soeder","Germany"
"Sofia","Bulgaria"
"Sofia","Bulgaria"
"Sofia","Bulgaria"
"SoftBank","Japan"
"Softbank","Japan"
"Sofía","Bulgaria"
"Sogecable","Spain"
"Sol Meliá","Spain"
"Solarworld","Germany"
"Solbes","Spain"
"Sole","Italy"
"Sole 24 Ore","Italy"
"Sole-24 Ore","Italy"
"Solingen","Germany"
"Sony","Japan"
"Sony","Japan"
"Sony","Japan"
"Sony","Japan"
"Sony","Japan"
"Sony","Japan"
"Sony Music France","France"
"Soria","Spain"
"Sotheby s","UK"
"Sotheby'","USA"
"Sotheby's","USA"
"Sotheby's","USA"
"Sotschi","Russia"
"South Africa","South Africa"
"South African","South Africa"
"South America","South America"
"South Carolina","USA"
"South Korea","South Korea"
"South Korean","South Korea"
"Sowjetunion","Eastern Europe"
"Sowjetunion","Eastern Europe"
"Spa","Italy"
"Spagna","Spain"
"Spahn","Germany"
"Spain","Spain"
"Spanair","Spain"
"Spanien","Spain"
"Spanien","Spain"
"Spaniens","Spain"
"Spaniens","Spain"
"Spanier","Spain"
"Spanier","Spain"
"Spanish","Spain"
"Spar","Austria"
"Sparkassen-Finanzgruppe","Germany"
"Spd","Germany"
"Sports Direct","UK"
"Spotify","Sweden"
"Spotify","Sweden"
"Spotify","Sweden"
"Springer","Germany"
"Sprint","USA"
"Squinzi","Italy"
"Sri Lanka","Sri Lanka"
"Srl","Italy"
"Ssn","Italy"
"St Petersburg","Russia"
"St. Petersburg","Russia"
"St. Pölten","Austria"
"Stada","Germany"
"Stade de France","France"
"Stadt Wien","Austria"
"StanChart","Hong Kong"
"Standard & Poor's","USA"
"Standard & Poor's","USA"
"Standard & Poor's","USA"
"Standard Chartered","UK"
"Standard Life","UK"
"Standard Poor s","USA"
"Standard Poor'","USA"
"Stanford","USA"
"Starbucks","USA"
"Starbucks","USA"
"Starbucks","USA"
"Stati Uniti","USA"
"Statistik Austria","Austria"
"Statistische Bundesamt","Germany"
"Stato italiani","Italy"
"Stato italiano","Italy"
"Stefan Pierer","Austria"
"Stegersbach","Austria"
"Steiermark","Austria"
"Steinbrueck","Germany"
"Steinbruecks","Germany"
"Steinmeier","Germany"
"Steirer","Austria"
"Stellantis","Italy"
"Stepic","Austria"
"Sterling","UK"
"Stettino","Poland"
"Steve Jobs","USA"
"Steve Jobs","USA"
"Steve Jobs","USA"
"Steyr","Austria"
"Stoccarda","Germany"
"Stoccolma","Sweden"
"Stockholm","Sweden"
"Stockholm","Sweden"
"Stockholm","Sweden"
"Stockholm","Sweden"
"Stoiber","Germany"
"Stotz","Germany"
"Strabag","Austria"
"Strasbourg","France"
"Strasburgo","France"
"Strassburg","France"
"Stronach","Austria"
"Struck","Germany"
"Stuttgart","Germany"
"Stuttgart","Germany"
"Stuttgart","Germany"
"Stéphane Richard","France"
"Sud America","South America"
"Sudafrica","South Africa"
"Sudamerica","South America"
"Sudan","Sudan"
"Sudan","Sudan"
"Sudáfrica","South Africa"
"Suecia","Sweden"
"Suedafrika","South Africa"
"Suedamerika","South America"
"Suedkorea","South Korea"
"Suedostasien","South-eastern Asia"
"Suez","Egypt"
"Suez","Egypt"
"Suez","Egypt"
"Suez","Egypt"
"Suez-Gaz de France","France"
"Suisse","Switzerland"
"Suiza","Switzerland"
"Suprema Corte","Italy"
"Supreme Court","USA"
"Surrey","UK"
"Suède","Sweden"
"Svezia","Sweden"
"Sviluppo Italia","Italy"
"Svizzera","Switzerland"
"Swarovski","Austria"
"Sweden","Sweden"
"Swedish","Sweden"
"Swiss","Switzerland"
"Swiss","Switzerland"
"Swiss","Switzerland"
"Swiss Life France","France"
"Swiss Re","Switzerland"
"Swisscom","Switzerland"
"Switzerland","Switzerland"
"Sydney","Australia"
"Sydney","Australia"
"Syndicat des transports d'Ile-de-France","France"
"Syria","Syria"
"Syrian","Syria"
"Syrie","Syria"
"Syrien","Syria"
"Syrien","Syria"
"Syriens","Syria"
"Sánchez","Spain"
"São Paulo","Brazil"
"São Paulo","Brazil"
"São Paulo","Brazil"
"Sécurité sociale","France"
"Ségolène Royal","France"
"Séoul","South Korea"
"Südafrika","South Africa"
"Südamerika","South America"
"Südkorea","South Korea"
"Südostasien","Asia"
"Südtirol","South Korea"
"Südtiroler","Austria"
"T-Mobile","Germany"
"T-Mobile","Germany"
"T-Online","Germany"
"T-Systems","Germany"
"TA","Austria"
"TER","France"
"TF1","France"
"TJUE","EU"
"TPG","USA"
"TPI","World"
"TSMC","Eastern Asia"
"TU Wien","Austria"
"TUI","Germany"
"TUI","Germany"
"TUI","Germany"
"TUI France","France"
"TVE","Spain"
"Tagesspiegel","Germany"
"Tailandia","Thailand"
"Taipei","Eastern Asia"
"Taiwan","Eastern Asia"
"Taiwan","Eastern Asia"
"Taiwan","Eastern Asia"
"Taiwan","Eastern Asia"
"Taiwan","Eastern Asia"
"Taiwanese","Eastern Asia"
"Taiwán","Eastern Asia"
"Talgo","Spain"
"Taliban","Afghanistan"
"Taliban","Afghanistan"
"Tallin","Estonia"
"Tallinn","Estonia"
"Tallinn","Estonia"
"Tallinn","Estonia"
"Tanzania","Tanzania"
"Tar","Italy"
"Tar Lazio","Italy"
"Taranto","Italy"
"Tarragona","Spain"
"Tasi","Italy"
"Tata","India"
"Tata","India"
"Tate","UK"
"Taïwan","Eastern Asia"
"Tchibo","Germany"
"Tchèque","Czechia"
"TecDax","Germany"
"Technip","France"
"Teheran","Iran"
"Teheran","Iran"
"Tehran","Iran"
"Tel Aviv","Israel"
"Telco","Italy"
"Telde","Spain"
"Telecinco","Spain"
"Telecom Italia","Italy"
"Telecom Italia","Italy"
"Telecom Italia","Italy"
"Telecom Italia","Italy"
"Telecom Italia","Italy"
"Telecom Italia","Italy"
"Telefónica","Spain"
"Telefónica","Spain"
"Telefónica","Spain"
"Telefónica Móviles","Spain"
"Telekom","Germany"
"Telekom","Germany"
"Telekom Austria","Austria"
"Telepizza","Spain"
"Telxius","Spain"
"Tencent","China"
"Tenerife","Spain"
"Teresa Ribera","Spain"
"Terium","Netherlands"
"Terna","Italy"
"Terni","Italy"
"Terrassa","Spain"
"Tesalónica","Greece"
"Tesco","UK"
"Tesco","UK"
"Tesla","USA"
"Tesla","USA"
"Tesla","USA"
"Tesla","USA"
"Tesla","USA"
"Texas","USA"
"Texas","USA"
"Texas","USA"
"Texas","USA"
"Texas","USA"
"Tfr","Italy"
"Thai","Thailand"
"Thailand","Thailand"
"Thailand","Thailand"
"Thailand","Thailand"
"Thailandia","Thailand"
"Thaksin","Thailand"
"Thales","France"
"Thatcher","UK"
"Thaïlande","Thailand"
"The Bank of England","UK"
"The European Central Bank","EU"
"The European Commission","EU"
"The European Union","EU"
"The Financial Times","UK"
"The Hague","Netherlands"
"The New York Times","USA"
"The White House","USA"
"Theresa May","UK"
"Theresa May","UK"
"Theresa May","UK"
"Theresa May","UK"
"Thessaloniki","Greece"
"Thessaloniki","Greece"
"Thierry Breton","France"
"Thomas Cook","UK"
"Thomas Cook","UK"
"Thomas Cook France","France"
"Thomas de Maizière","Germany"
"Thomson Reuters","UK"
"Thueringen","Germany"
"Thyssen-Krupp","Germany"
"ThyssenKrupp","Germany"
"ThyssenKrupp","Germany"
"TikTok","China"
"Tiktok","China"
"Tim","Italy"
"Time","USA"
"Time Warner","USA"
"Time Warner","USA"
"Times","UK"
"Timisoara","Romania"
"Timisoara","Romania"
"Timisoara","Romania"
"Tirol","Austria"
"Tiroler","Austria"
"Tirols","Austria"
"Tirrenia","Italy"
"Tiscali","Italy"
"Tiscali France","France"
"Tokio","Japan"
"Tokio","Japan"
"Tokio","Japan"
"Tokyo","Japan"
"Tokyo","Japan"
"Tokyo","Japan"
"Toledo","Spain"
"Tolosa","France"
"Tommaso Padoa-Schioppa","Italy"
"Tony Blair","UK"
"Tony Blair","UK"
"Tony Blair","UK"
"Tony Blair","UK"
"Topix","Japan"
"Tories","UK"
"Tories","UK"
"Torino","Italy"
"Torino-Lione","Italy"
"Toronto","Canada"
"Torrejón de Ardoz","Spain"
"Torrevieja","Spain"
"Tory","UK"
"Toscana","Italy"
"Toshiba","Japan"
"Toshiba","Japan"
"Toshiba","Japan"
"Toshiba","Japan"
"Total","France"
"Total","France"
"Total","France"
"Total","France"
"Toulon","France"
"Toulouse","France"
"Toulouse","France"
"Toulouse","France"
"Toulouse","France"
"Tours","France"
"Toyota","Japan"
"Toyota","Japan"
"Toyota","Japan"
"Toyota","Japan"
"Toyota","Japan"
"Toyota","Japan"
"Transat France","France"
"Transavia France","France"
"Transdev","France"
"Traun","Austria"
"Treichl","Austria"
"Tremblay-en-France","France"
"Tremonti","Italy"
"Trenitalia","Italy"
"Trentino","Italy"
"Trento","Italy"
"Treviso","Italy"
"Tribunal Constitucional","Spain"
"Trichet","France"
"Trichet","France"
"Trichet","EU"
"Trichet","EU"
"Trier","Germany"
"Trier","Germany"
"Triest","Italy"
"Trieste","Italy"
"Tripoli","Libya"
"Trump","USA"
"Trump","USA"
"Trump","USA"
"Trump","USA"
"Trump","USA"
"Trumps","USA"
"Trésor","France"
"Trésor américain","USA"
"Trésor britannique","UK"
"Tschechen","Czechia"
"Tschechien","Czechia"
"Tschechien","Czechia"
"Tschechiens","Czechia"
"Tschechische Republik","Czechia"
"Tschechische Republik","Czechia"
"Tsipras","Greece"
"Tsipras","Greece"
"Tubacex","Spain"
"Tube","UK"
"Tuerkei","Türkiye"
"Tui","Germany"
"Tulln","Austria"
"Tunesien","Tunisia"
"Tunisia","Tunisia"
"Tunisia","Tunisia"
"Tunisie","Tunisia"
"Turchia","Türkiye"
"Turin","Italy"
"Turin","Italy"
"Turin","Italy"
"Turkey","Türkiye"
"Turkish","Türkiye"
"Turner","USA"
"Turquie","Türkiye"
"Turquía","Türkiye"
"Turín","Italy"
"Twitter","USA"
"Twitter","USA"
"Técnicas Reunidas","Spain"
"Téhéran","Iran"
"Télécom","France"
"Túnez","Tunisia"
"Türkei","Türkiye"
"UAE","UAE"
"UBM","Austria"
"UBS","Switzerland"
"UBS","Switzerland"
"UBS","Switzerland"
"UBS","Switzerland"
"UBS","Switzerland"
"UBS France","France"
"UDF","France"
"UDI","France"
"UE","EU"
"UE","EU"
"UGT","Spain"
"UIAG","Austria"
"UIMM","France"
"UK","UK"
"UK","UK"
"UMP","France"
"UN","World"
"UPS","USA"
"US","USA"
"US Treasuries","USA"
"US Treasury","USA"
"US-","USA"
"US-Aktien","USA"
"US-Bank","USA"
"US-Banken","USA"
"US-Behoerden","USA"
"US-Boersen","USA"
"US-Boersenaufsicht","USA"
"US-Börsen","USA"
"US-Investmentbank","USA"
"US-Justizministerium","USA"
"US-Konzern","USA"
"US-Konzern","USA"
"US-Konzerns","USA"
"US-Notenbank","USA"
"US-Notenbank","USA"
"US-Praesident","USA"
"US-Praesidenten","USA"
"US-Präsident","USA"
"US-Regierung","USA"
"US-Regierung","USA"
"US-Soldaten","USA"
"US-Staatsanleihen","USA"
"US-Tochter","USA"
"US-Truppen","USA"
"US-Waehrung","USA"
"US-Wirtschaft","USA"
"USA","USA"
"USA","USA"
"Uber","USA"
"Uber","USA"
"Uber","USA"
"Uber","USA"
"Ubi","Italy"
"Ubi Banca","Italy"
"Ubisoft","France"
"Ubs","Switzerland"
"Ucraina","Ukraine"
"Ucrania","Ukraine"
"Udc","Italy"
"Udine","Italy"
"Ue","EU"
"Uganda","Uganda"
"Uil","Italy"
"Uilm","Italy"
"Ukip","UK"
"Ukraine","Ukraine"
"Ukraine","Ukraine"
"Ukraine","Ukraine"
"Ukraine","Ukraine"
"Ukrainian","Ukraine"
"Ukrainians","Ukraine"
"Ulivo","Italy"
"Ulla Schmidt","Germany"
"Ulm","Germany"
"Ulm","Germany"
"Umberto Bossi","Italy"
"Umbria","Italy"
"Unedic","France"
"Unef","France"
"Unesa","Spain"
"Unesco","World"
"Unespa","Spain"
"Ungarn","Hungary"
"Ungarn","Hungary"
"Ungarns","Hungary"
"Ungheria","Hungary"
"UniCredit","Italy"
"UniCredit","Italy"
"UniCredit","Italy"
"UniCredit","Italy"
"Unicaja","Spain"
"Unicredit","Italy"
"Unicredit","Italy"
"Unicredit","Italy"
"Unicredit","Italy"
"Unidas Podemos","Spain"
"Unilever","UK"
"Unilever","UK"
"Unilever","UK"
"Unilever","UK"
"Unilever","UK"
"Union Investment","Germany"
"Union européenne","EU"
"Unioncamere","Italy"
"Unione","Italy"
"Unione Europea","EU"
"Unione europea","EU"
"Uniper","Germany"
"Unipol","Italy"
"Uniqa","Austria"
"Unite","UK"
"United Internet","Germany"
"United Nations","World"
"Universal Music France","France"
"Università Bocconi","Italy"
"Universität Wien","Austria"
"Unión Europea","EU"
"Unión Fenosa","Spain"
"Uno","World"
"Uno-Sicherheitsrat","World"
"Unsa","France"
"Unterhaus","UK"
"Unédic","France"
"Urssaf","France"
"Ursula von der Leyen","Germany"
"Ursula von der Leyen","Germany"
"Uruguay","Uruguay"
"Usa","USA"
"Usera","Spain"
"Utrecht","Netherlands"
"Utrecht","Netherlands"
"Utrecht","Netherlands"
"Utrecht","Netherlands"
"VA Tech","Austria"
"VDA","Germany"
"VDMA","Germany"
"VIG","Austria"
"VKI","Austria"
"VTB","Russia"
"VTC","France"
"VW","Germany"
"VW","Germany"
"VW","Germany"
"VW","Germany"
"VW","Germany"
"VW-Chef","Germany"
"VW-Konzern","Germany"
"VW-Tochter","Germany"
"Val-de-Marne","France"
"Vale","Brazil"
"Valencia","Spain"
"Valencia","Spain"
"Valencia","Spain"
"Valencia","Spain"
"Valeo","France"
"Valladolid","Spain"
"Valle d'Aosta","Italy"
"Vallourec","France"
"Valérie Pécresse","France"
"Varese","Italy"
"Varna","Bulgaria"
"Varna","Bulgaria"
"Varna","Bulgaria"
"Varsavia","Poland"
"Varsovia","Poland"
"Varsovie","Poland"
"Vattenfall","Sweden"
"Vecchio","Europe"
"Vecchio Continente","Europe"
"Veltroni","Italy"
"Vendola","Italy"
"Vendée","France"
"Venedig","Italy"
"Veneto","Italy"
"Veneto Banca","Italy"
"Venezia","Italy"
"Venezuela","Venezuela"
"Venezuela","Venezuela"
"Venezuela","Venezuela"
"Venezuela","Venezuela"
"Venezuela","Venezuela"
"Venezuela","Venezuela"
"Venezuelan","Venezuela"
"Venice","Italy"
"Venise","Italy"
"Ventotto","Italy"
"Veolia","France"
"Veolia","France"
"Verdi","Germany"
"Verdi","Germany"
"Vereinigten Arabischen Emirate","UAE"
"Vereinigten Staaten","USA"
"Vereinigten Staaten","USA"
"Vereinten Nationen","World"
"Verfassungsgerichtshof","Austria"
"Verizon","USA"
"Verizon","USA"
"Verizon","USA"
"Verizon Wireless","USA"
"Verona","Italy"
"Versailles","France"
"Via Nazionale","Italy"
"Viacom","USA"
"Vicenza","Italy"
"Victorian","UK"
"Viejo Continente","Europe"
"Viena","Austria"
"Vienna","Austria"
"Vienna","Austria"
"Vienna Insurance Group","Austria"
"Vienne","Austria"
"Vietnam","Vietnam"
"Vietnam","Vietnam"
"Vietnam","Vietnam"
"Vietnam","Vietnam"
"Vietnam","Vietnam"
"Vietnam","Vietnam"
"Vigilanza","Italy"
"Vigo","Spain"
"Villach","Austria"
"Villacher","Austria"
"Villaverde","Spain"
"Villes de France","France"
"Vilnius","Lithuania"
"Vilnius","Lithuania"
"Vilnius","Lithuania"
"Vilnius","Lithuania"
"Viminale","Italy"
"Vince Cable","UK"
"Vincent Bolloré","France"
"Vincenzo Boccia","Italy"
"Vincenzo Visco","Italy"
"Vinci","France"
"Virgin","UK"
"Virginia","USA"
"Visa","USA"
"Visa","USA"
"Visco","Italy"
"Vitoria","Spain"
"Vivendi","France"
"Vivendi","France"
"Vivendi","France"
"Vivendi","France"
"Vivendi","France"
"Vivendi Universal","France"
"Vizcaya","Spain"
"Vladimir Poutine","Russia"
"Vladimir Putin","Russia"
"Vladimir Putin","Russia"
"Vodafone","UK"
"Vodafone","UK"
"Vodafone","UK"
"Vodafone","UK"
"Vodafone","UK"
"Vodafone","UK"
"Vodafone España","Spain"
"Voest","Austria"
"Voestalpine","Austria"
"Voies Navigables de France","France"
"Volker Kauder","Germany"
"Volksrepublik","China"
"Volksrepublik","China"
"Volkswagen","Germany"
"Volkswagen","Germany"
"Volkswagen","Germany"
"Volkswagen","Germany"
"Volkswagen","Germany"
"Volkswagen","Germany"
"Volkswagen-Konzern","Germany"
"Volvo","Sweden"
"Volvo","Sweden"
"Volvo","Sweden"
"Volvo","Sweden"
"Vonovia","Germany"
"Vorarlberg","Austria"
"Vorarlberger","Austria"
"Vorarlbergs","Austria"
"Vosges","France"
"Vox","Spain"
"Vueling","Spain"
"Vw","Germany"
"WHO","World"
"WHO","World"
"WKO","Austria"
"WKÖ","Austria"
"WPP","UK"
"WPP","UK"
"WTO","World"
"WTO","World"
"WTO","World"
"WWF France","France"
"Waehrungshueter","EU"
"Wal-Mart","USA"
"Wal-Mart","USA"
"Wal-Mart","USA"
"Waldviertel","Austria"
"Waldviertler","Austria"
"Wales","UK"
"Wall Street","USA"
"Wall Street","USA"
"Wall Street","USA"
"Wall Street","USA"
"Wall Street","USA"
"Walmart","USA"
"Walmart","USA"
"Walt Disney","USA"
"Walter Veltroni","Italy"
"Wandsbek","Germany"
"Warren Buffett","USA"
"Warren Buffett","USA"
"Warren Buffett","USA"
"Warsaw","Poland"
"Warschau","Poland"
"Warschau","Poland"
"Washington","USA"
"Washington","USA"
"Washington","USA"
"Washington","USA"
"Washington","USA"
"Washington","USA"
"Washington DC","USA"
"Washington Post","USA"
"Washingtons","USA"
"Watson","USA"
"WeWork","USA"
"Weidmann","Germany"
"Weinviertel","Austria"
"Weiss","Germany"
"Weisse Haus","USA"
"Weissen Haus","USA"
"Weissrussland","Belarus"
"Weißrussland","Belarus"
"Wells","UK"
"Wells Fargo","USA"
"Wells Fargo","USA"
"Wels","Austria"
"Welsh","UK"
"Weltbank","World"
"Weltbank","World"
"Welthandelsorganisation","World"
"Wendel","France"
"Werner Faymann","Austria"
"WestLB","Germany"
"Westbahn","Austria"
"Westdeutschland","Germany"
"Westerwelle","Germany"
"Westminster","UK"
"WhatsApp","USA"
"Whirlpool France","France"
"Whitbread","UK"
"White House","USA"
"Whitehall","UK"
"Wiedeking","Germany"
"Wien","Austria"
"Wien","Austria"
"Wiener Börse","Austria"
"Wiener Innenstadt","Austria"
"Wiener Neustadt","Austria"
"Wiener Städtische","Austria"
"Wiener Städtischen","Austria"
"Wienerberger","Austria"
"Wiens","Austria"
"Wiesbaden","Germany"
"Wiesbaden","Germany"
"Wifo","Austria"
"Wilhelm Molterer","Austria"
"Wilhelm Rasinger","Austria"
"Wilmersdorf","Germany"
"Wind","Italy"
"Windows","USA"
"Winterkorn","Germany"
"Wintershall","Germany"
"Wirecard","Germany"
"Wirecard","Germany"
"Wirtschafts-Blatt","Austria"
"WirtschaftsBlatt","Austria"
"Wirtschaftskammer","Austria"
"Wirtschaftskammer Wien","Austria"
"Wirtschaftskammer Österreich","Austria"
"Wirtschaftsuniversität Wien","Austria"
"Wisconsin","USA"
"Witten","Germany"
"Wladimir Putin","Russia"
"Wladimir Putin","Russia"
"Wolfgang Clement","Germany"
"Wolfgang Eder","Austria"
"Wolfgang Ruttenstorfer","Austria"
"Wolfgang Schaeuble","Germany"
"Wolfgang Schaeuble","Germany"
"Wolfgang Schüssel","Austria"
"Wolford","Austria"
"Wolfsburg","Germany"
"Wolfsburg","Germany"
"Wolfsburger","Germany"
"Woodford","UK"
"Woolworths","USA"
"World Bank","World"
"WorldCom","USA"
"Wroclaw","Poland"
"Wroclaw","Poland"
"Wto","World"
"Wulff","Germany"
"Wuppertal","Germany"
"Wuppertal","Germany"
"Wuppertal","Germany"
"Wörgl","Austria"
"Würzburg","Germany"
"Xavier Bertrand","France"
"Xavier Niel","France"
"Xi","China"
"Xi","China"
"Xi Jinping","China"
"Xi Jinping","China"
"Xi Jinping","China"
"Xi Jinping","China"
"Xinjiang","China"
"Xstrata","Switzerland"
"Xstrata","Switzerland"
"Xstrata","Switzerland"
"Xunta","Spain"
"YPF","Argentina"
"Yahoo","USA"
"Yahoo","USA"
"Yahoo","USA"
"Yahoo","USA"
"Yahoo!","USA"
"Yemen","Yemen"
"Yorkshire","UK"
"YouTube","USA"
"Yukos","Russia"
"Yukos","Russia"
"Yukos","Russia"
"Yukos","Russia"
"Yvelines","France"
"ZDF","Germany"
"ZEW","Germany"
"ZF","Germany"
"Zagabria","Croatia"
"Zagreb","Croatia"
"Zagreb","Croatia"
"Zagreb","Croatia"
"Zalando","Germany"
"Zapatero","Spain"
"Zapatero","Spain"
"Zara","Spain"
"Zaragoza","Spain"
"Zaragoza","Spain"
"Zaragoza","Spain"
"Zell am See","Austria"
"Zeltia","Spain"
"Zetsche","Germany"
"Zimbabwe","Zimbabwe"
"Zuckerberg","USA"
"Zuerich","Switzerland"
"Zuma","South Africa"
"Zumtobel","Austria"
"Zurich","Switzerland"
"Zurich","Switzerland"
"Zurigo","Switzerland"
"Zypern","Cyprus"
"Zypern","Cyprus"
"Zypries","Germany"
"Zürich","Switzerland"
"al-Qaida","Western Asia"
"aws","Austria"
"bpifrance","France"
"britanniques","UK"
"congress","USA"
"conseil régional d'Ile-de-France","France"
"d'Ile-de-France","France"
"de France","France"
"de France 2","France"
"de France 3","France"
"de France Invest","France"
"de France Télévisions","France"
"de Valencia","Spain"
"den Niederlanden","Netherlands"
"den USA","USA"
"den USA","USA"
"der Schweiz","Switzerland"
"der Schweiz","Switzerland"
"du Japon","Japan"
"eBay","USA"
"eBay","USA"
"easyJet","UK"
"el Reino Unido","UK"
"empire du Milieu","China"
"en Estados Unidos","USA"
"euro","EU"
"franchi","Switzerland"
"golfe du Mexique","Mexico"
"grupo Volkswagen","Germany"
"iPad","USA"
"iPhone","USA"
"iPod","USA"
"l Europe","Europe"
"l'Afrique","Africa"
"l'Asie","Asia"
"l'Espagne","Spain"
"l'Europe","Europe"
"l'Italie","Italy"
"la Chine","China"
"la France","France"
"la India","India"
"la Pologne","Poland"
"le Japon","Japan"
"mer du Nord","Northern Europe"
"ministre allemand des Affaires étrangères","Germany"
"ministre allemand des Finances","Germany"
"ministre britannique des Affaires étrangères","UK"
"ministre britannique des Finances","UK"
"ministre de l'Economie","France"
"ministre de l'Economie et des Finances","France"
"ministre de la Culture","France"
"ministre des Finances allemand","Germany"
"ministre des Finances britannique","UK"
"ministre du Travail","France"
"ministère de la Culture","France"
"ministère de la Défense britannique","UK"
"ministère des Finances allemand","Germany"
"ministère du Travail","France"
"outre-Atlantique","USA"
"outre-Manche","UK"
"palazzo Chigi","Italy"
"pan-European","Europe"
"paris","France"
"plan France","France"
"post-Brexit","UK"
"président de la République","France"
"rot-gruenen","Germany"
"région Ile-de-France","France"
"serie A","Italy"
"state","USA"
"steirische","Austria"
"the Bank of England","UK"
"the Bank of Japan","Japan"
"the City of London","UK"
"the Competition Commission","UK"
"the Conservative party","UK"
"the Czech Republic","Czechia"
"the European Central Bank","EU"
"the European Commission","EU"
"the European Court of Justice","EU"
"the European Parliament","EU"
"the European Union","EU"
"the Federal Reserve","USA"
"the Financial Conduct Authority","UK"
"the Financial Services Authority","UK"
"the Financial Times","UK"
"the Gulf of Mexico","USA"
"the High Court","UK"
"the Home Office","UK"
"the House of Commons","UK"
"the House of Lords","UK"
"the House of Representatives","USA"
"the International Monetary Fund","World"
"the London Stock Exchange","UK"
"the National Health Service","UK"
"the New York Stock Exchange","USA"
"the New York Times","USA"
"the North Sea","Northern Europe"
"the Office for National Statistics","UK"
"the S P 500","USA"
"the Securities and Exchange Commission","USA"
"the Security Council","World"
"the Soviet Union","Eastern Europe"
"the Supreme Court","USA"
"the US Federal Reserve","USA"
"the US Securities and Exchange Commission","USA"
"the US Treasury","USA"
"the United Arab Emirates","UAE"
"the United Nations","World"
"the United States","USA"
"the West Bank","Israel"
"the White House","USA"
"the World Bank","World"
"the World Economic Forum","World"
"the World Trade Organisation","World"
"un","World"
"voestalpine","Austria"
"África","Africa"
"Álava","Spain"
"Álvarez","Spain"
"Ámsterdam","Netherlands"
"Ángel Ron","Spain"
"Ávila","Spain"
"Ägypten","Egypt"
"Île-de-France","France"
"ÖBB","Austria"
"ÖBB-Chef","Austria"
"ÖGB","Austria"
"ÖIAG","Austria"
"ÖVAG","Austria"
"ÖVP","Austria"
"ÖW","Austria"
"Österreich","Austria"
"Österreich Werbung","Austria"
"Österreich-Chef","Austria"
"Österreicher","Austria"
"Österreichern","Austria"
"Österreichs","Austria"
"Österreichweit","Austria"
"Ötsch","Austria"
